INT_ID,int_lon,int_lat,stop_id,stop_lon,stop_lat,dist
13467909,-79.377461613,43.642078384,1551.0,-79.377387,43.642049,8.318432080960427
13467909,-79.377461613,43.642078384,10314.0,-79.377214,43.641884,27.820152457919523
13467914,-79.455530083,43.643120538,2830.0,-79.45541,43.643073,13.387632343059707
13467917,-79.509888851,43.643830193,3891.0,-79.510022,43.644366,18.35391158934021
13467917,-79.509888851,43.643830193,2939.0,-79.510107,43.64424,25.636627898726655
13467918,-79.567250192,43.644552949,6760.0,-79.566955,43.644742,33.04389445501859
13467918,-79.567250192,43.644552949,3580.0,-79.567386,43.64437,15.543984850576713
13467918,-79.567250192,43.644552949,6695.0,-79.566933,43.644326,35.564997703187764
13467918,-79.567250192,43.644552949,13939.0,-79.567233,43.644546,1.9167795908577063
13467918,-79.567250192,43.644552949,5562.0,-79.567439,43.644677,21.142583698045748
13467923,-79.374709353,43.641928695,5092.0,-79.374218,43.642174,54.86704562948786
13467923,-79.374709353,43.641928695,13669.0,-79.374704,43.641922,0.6108497321220162
13467928,-79.50331595,43.643637214,9024.0,-79.503405,43.643673,9.928422658309609
13467935,-79.437496889,43.642715653,15017.0,-79.437477,43.643028,6.739738551124872
13467935,-79.437496889,43.642715653,2981.0,-79.437884,43.644015,50.53971605222582
13467938,-79.447704505,43.642830252,7949.0,-79.447818,43.642968,12.928057121018933
13467938,-79.447704505,43.642830252,9854.0,-79.447941,43.643581,30.417910871321673
