Tue Jun 22 2021 22:37:48 GMT-0400 (EDT) - Run Time: 1213ms

Cross Tabulation Query Form - Transit - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Start time of trip - start_time

RowG:
ColG:
TblG:(1)(400-500)(2)(700-800)(3)(1100-1200)(4)(1700-1800)(5)(2000-2100)

Filters:
Regional municipality of household - region_hhld In 1
and
Regional municipality of origin - region_orig In 1
and
Regional municipality of destination - region_dest In 1
and
No. of vehicles in household - n_vehicle In 0

Tran 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : start_time (2)

  gta06_orig  gta06_dest      total
         506         508         24
         506         528         53
         506         529         62
         507         239         14
         507         526         12
         508         506         24
         511         251         39
         512          69         51
         512         520         25
         513         516          9
         513         585         20
         515         349          6
         515         491         12
         515         513          8
         515         516          6
         515         560          6
         516         497         68
         516         515          6
         516         535         44
         516         562         15
         517         518         14
         518          55         33
         518         517         14
         518         520         17
         518         536         27
         518         545          4
         518         552          8
         519          69         22
         520          45         13
         520         218         20
         520         429         75
         520         490         14
         520         499         22
         520         522         43
         522         515         43
         522         620         17
         523         218         23
         523         391         24
         523         520         28
         524          43         16
         524          68         38
         524         536         22
         526         257         25
         526         491         13
         526         530         33
         528          50         24
         528         248         11
         528         531         18
         530          90         16
         531           1         33
         531         522         45
         532          57         13
         532         264         38
         532         278        100
         532         520         61
         532         531         55
         532         532         13
         533         316         26
         535         251         44
         535         541         14
         536         490         24
         537         187         32
         537         308         18
         537         349         36
         538          70         44
         538          75         54
         538         158         41
         538         247         11
         538         249         26
         538         250        154
         538         259         19
         538         491         41
         538         539         22
         539         239         10
         539         258         79
         539         538         22
         539         541         10
         540         254         15
         541         539         10
         543         490         64
         543         542         18
         546         559         19
         549         219         15
         550         476         20
         552         516         40
         552         523         32
         557         515          6
         559         559         37
         559         620         35
         560         272         34
         560         490         28
         561         538         31
         562         552         15
         562         566         36
         562         577          7
         564         249         23
         566          48         22
         566         490         37
         571         572         12
         572         528         42
         575         561          9
         578         490         22
         578         511         12
         579         525         39
         580         586         17
         582          45         32
         582         595         11
         583         245         16
         583         603         20
         585         464         13
         585         481         25
         585         494         13
         586         467          9
         586         503         45
         587         578         32
         587         592         14
         588         566         43
         588         601         25
         590         593          7
         591          76         12
         592         543         17
         593         590          7
         595          38         39
         595         467         20
         595         490         19
         595         595         36
         596         595         18
         597          51          9
         597         391         51
         598         583         37
         598         588         25
         601         598         15
         601         620          9
         604         585         13
         608         452         11
         611         601         28
         613         621         10
         613         622         25
         619         592         42
         620         494         33
         620         559         35
         620         561          7

TABLE    : start_time (8)

  gta06_orig  gta06_dest      total
           4          21         30
           5          17         13
           6         264        102
           6         452         10
          10          55         29
          11         179         31
          14          26         17
          15          36          8
          16          66         33
          16         107         22
          16         250         10
          17          38         16
          17          52         16
          17          66         23
          17         110         18
          18          21          6
          18          38         55
          18         167         18
          18         257         32
          18         452          9
          19          95        124
          19         110         25
          21          17         49
          21          19         29
          21          40         78
          21          42         19
          21          44         38
          21          47         30
          21          57         35
          21          59        108
          21          60         18
          21          66         14
          21          71         36
          21          72         43
          21          73         28
          21          77         18
          21          93         12
          21          96         47
          21          99         24
          21         101         30
          21         106         12
          21         117         27
          21         122         31
          21         169         55
          21         202         28
          21         204         35
          21         209         15
          21         249        100
          21         251         22
          21         265          5
          21         292         30
          21         452         19
          21         481         20
          21         490         14
          21         538         36
          21         552         21
          22          46          6
          22          67         20
          22         212         13
          22         268          6
          22         282         26
          22         506         26
          22         531         50
          23          25          5
          23          77         18
          23         116         19
          24          79         22
          24         119         19
          24         258        102
          24         433         16
          24         529         24
          25          18          9
          25          21         33
          25          38         16
          25          41          8
          25          48         18
          25          65         17
          25          66         41
          25          90         43
          25          98         12
          25         103         57
          25         117         38
          25         147         92
          25         171         23
          25         191         22
          25         197         21
          25         211         42
          25         263         64
          25         264         12
          25         443         21
          25         464         33
          25         490         56
          25         537          8
          25         538          7
          26          78         41
          26          79        163
          26         211         30
          26         266          9
          26         277         83
          26         441          5
          29          41         24
          29          77         12
          29         133         24
          29         188         23
          29         202         25
          29         209         22
          29         211         34
          29         287          8
          32          89         20
          33          99          5
          33         180         22
          33         202         28
          33         204         23
          33         252          9
          34          24         34
          34          37         12
          34          42         28
          34          45         18
          34          50         30
          34          77         18
          34          95          7
          34         110         97
          34         173         24
          34         211         19
          35          21         36
          35          22         25
          35          46         17
          35          50         18
          35          69         24
          35          79         18
          35         142         29
          35         143         37
          35         177         23
          35         188         33
          35         210         14
          35         270         49
          35         452         13
          35         463         24
          35         464         23
          35         538         66
          35         595         21
          36          21         38
          36          41         24
          36          45         15
          36          46         39
          36          53         19
          36          71         49
          36          75         78
          36          84         69
          36          89         14
          36          90         39
          36         105         11
          36         119         19
          36         120         21
          36         147         72
          36         158          9
          36         169         20
          36         173         17
          36         182         25
          36         185         17
          36         197         36
          36         204         23
          36         209         15
          36         245         38
          36         251          5
          36         254         72
          36         259          9
          36         269         35
          36         282         18
          36         343         21
          36         385         25
          36         398         13
          36         423         42
          36         454         19
          36         465         24
          36         532         19
          37          22         27
          37          42         15
          37          46         15
          37          48          5
          37          89         20
          37         101         39
          37         113         18
          37         131         19
          37         142         42
          37         150         21
          37         177         32
          37         200         13
          37         211         77
          37         218         19
          37         251         12
          37         269         26
          37         415         48
          37         442         19
          37         532         14
          37         555         19
          38          17         16
          38          26         32
          38          41         71
          38          46         28
          38         101         34
          38         105        103
          38         115         46
          38         119         23
          38         153         37
          38         167         19
          38         173          8
          38         177         61
          38         202         38
          38         209         49
          38         258         37
          38         259          8
          38         269          5
          38         404         59
          38         439         70
          38         441         40
          38         512         46
          38         552         30
          39          79         46
          39         114         47
          40          16         53
          40          18         14
          40          21         18
          40          23         55
          40          24         71
          40          41         30
          40          62         15
          40          70         13
          40          89          5
          40         184         11
          40         270         11
          40         272         75
          40         282         33
          40         449         23
          40         536         15
          41          34         25
          41          52         24
          41          62          6
          41          75          6
          41         106          5
          41         174         24
          41         202         35
          41         211         56
          41         250         12
          41         259         26
          41         263         16
          41         268         55
          42           4         39
          42          21         16
          42          38         44
          42          46         11
          42          66         24
          42          84         22
          42          90         22
          42          99         26
          42         186         58
          42         211         16
          42         251         14
          42         277         12
          42         305         25
          42         405         22
          42         622         20
          43          17         10
          43          21         16
          43          52         40
          43          59         33
          43          60         47
          43          62         16
          43          65         26
          43          77         15
          43          79         40
          43          82         18
          43          84         23
          43          89         20
          43         116         64
          43         169         27
          43         182         11
          43         197         27
          43         201         39
          43         204         35
          43         209         95
          43         211         21
          43         212         12
          43         250         83
          43         254         39
          43         258         11
          43         264         29
          43         271         10
          43         281         74
          43         282         15
          43         398          3
          43         432          9
          43         442         53
          43         450          8
          43         464         24
          43         466         32
          43         524        108
          43         538         15
          43         539         47
          44          17         14
          44          34         14
          44          52         29
          44          67         13
          44          72         61
          44         454         29
          44         620         35
          45          21         37
          45          25         30
          45          30         18
          45          35         13
          45          36         47
          45          46         43
          45          52        172
          45          65         20
          45          67         21
          45          71         24
          45          78          6
          45          84         24
          45          89         73
          45          97        100
          45          99         39
          45         105         33
          45         108         17
          45         124          5
          45         145         27
          45         191         13
          45         209         22
          45         222         50
          45         229         22
          45         312         29
          45         364         12
          45         454         37
          45         463         12
          45         479         11
          45         524         71
          45         531         35
          46          37         27
          46          44         41
          46          50         19
          46          53         40
          46          73         41
          46          78         18
          46          90         47
          46          98          5
          46         124         13
          46         161         13
          46         177          7
          46         179         23
          46         202         25
          46         209         18
          46         210         17
          46         214         12
          46         223         19
          46         251         30
          46         280         16
          46         454         28
          46         588         25
          47          11         34
          47          17         14
          47          21         46
          47          72         23
          47          74         16
          47          79         18
          47          84         19
          47         113         14
          47         169         38
          47         188         33
          47         192         28
          47         201         57
          47         209         10
          47         211         29
          47         279         27
          47         280         15
          47         496         22
          47         518          8
          48          17          5
          48          34         22
          48          46         25
          48          50         12
          48          65         18
          48         105         45
          48         201         38
          48         211         21
          48         258         35
          48         304         76
          48         454         19
          49          18         32
          49          62         17
          49          64         57
          49          72         88
          49          77         56
          49          89         15
          49          90         18
          49          99         38
          49         105         88
          49         116         24
          49         151         59
          49         170          9
          49         175          8
          49         196         27
          49         255          8
          49         267          8
          49         268        102
          49         278         15
          49         280         11
          49         312         26
          49         443         13
          49         452         16
          49         454         18
          49         480         50
          49         539         32
          49         595         29
          50          21         30
          50          36         33
          50          39          8
          50          43         11
          50          46         19
          50          68         15
          50          89         15
          50          98          5
          50         105         10
          50         110         32
          50         114          6
          50         119         25
          50         149        131
          50         163          9
          50         166         18
          50         170         27
          50         200         20
          50         203         11
          50         204         13
          50         222          7
          50         256         18
          50         263         14
          50         264          6
          50         312          7
          50         328         28
          50         483         30
          50         500         21
          50         531         21
          51          42         57
          51          46         18
          51          48         18
          51          61         19
          51          62         34
          51          72         66
          51          80         22
          51          90         27
          51         102         83
          51         105         54
          51         108         24
          51         119         19
          51         120         45
          51         173         30
          51         199         80
          51         201         30
          51         209         32
          51         210         11
          51         211         27
          51         250         12
          51         251         50
          51         269          9
          51         273         87
          51         304         19
          51         433         46
          51         454         19
          51         490         21
          51         502         21
          51         518          8
          51         539         10
          51         542         20
          51         592         36
          52          17          5
          52          18         52
          52          21         44
          52          25         22
          52          41          8
          52          43         26
          52          45         28
          52          46         18
          52          59         10
          52          64         34
          52          71         48
          52          77         14
          52          79         40
          52          90         12
          52          98         17
          52          99         61
          52         107          5
          52         110        201
          52         115         50
          52         125          7
          52         139         54
          52         143         40
          52         171         51
          52         182         36
          52         193         38
          52         210         19
          52         211         52
          52         214         18
          52         216         27
          52         219         21
          52         222         12
          52         249         33
          52         250         12
          52         256         17
          52         258         19
          52         259         10
          52         269         13
          52         273          5
          52         275         84
          52         304         95
          52         406         59
          52         416         24
          52         422         74
          52         435         26
          52         443         59
          52         450          8
          52         454          8
          52         464          8
          52         466         46
          52         524         10
          52         528         23
          52         532         39
          52         538         18
          52         562         31
          53          71         29
          53          73          7
          53          77         27
          53         102         55
          53         179         49
          53         202         20
          53         205         53
          53         209         50
          53         210         19
          53         222         28
          53         270         37
          53         277         12
          53         278         15
          53         333          6
          53         396         62
          54          16         21
          54          17         16
          54          41         56
          54          42         20
          54          46         76
          54          47         19
          54          68         12
          54          82          4
          54          89         17
          54         110         28
          54         120         24
          54         151         85
          54         154         24
          54         166         99
          54         173         24
          54         191         15
          54         194         19
          54         195         19
          54         202         20
          54         211         51
          54         264         21
          54         279         25
          54         443         11
          54         444         37
          54         463         19
          54         484         26
          54         491         29
          54         552         66
          55          17         51
          55          20          8
          55          21         50
          55          34         18
          55          37          8
          55          40         13
          55          41         24
          55          48         13
          55          62         15
          55          66         12
          55          67         28
          55          72         20
          55          80         16
          55          89         36
          55          90          9
          55          95          6
          55          96         15
          55         101          9
          55         102        109
          55         108          8
          55         110         25
          55         113         41
          55         117         41
          55         125         17
          55         145         55
          55         170         15
          55         173         21
          55         185         18
          55         189         26
          55         195         33
          55         200          8
          55         202         40
          55         204         29
          55         209         21
          55         210         49
          55         211         16
          55         212         15
          55         223         58
          55         224         13
          55         233         51
          55         244          8
          55         254         33
          55         271          6
          55         276          6
          55         284         32
          55         351         13
          55         390         20
          55         439         32
          55         446         17
          55         452         39
          55         454         61
          55         464         22
          55         472         36
          55         490         14
          55         494         50
          55         500         21
          55         524         59
          55         531          5
          56          22         17
          56          40         63
          56          42         24
          56          45          5
          56          48         18
          56          52         16
          56          66         18
          56          72         42
          56          73          5
          56          89         12
          56          90         27
          56          99         24
          56         120         15
          56         173         33
          56         176         64
          56         177         25
          56         201         19
          56         233          5
          56         249        128
          56         250         12
          56         251         70
          56         252          7
          56         276         71
          56         313         14
          56         448          8
          56         452         29
          56         478         17
          56         483         61
          56         524         78
          56         579         27
          56         584         10
          57          15         19
          57          17         61
          57          21         82
          57          22         20
          57          24         20
          57          25         18
          57          38         20
          57          40         30
          57          41         67
          57          42         23
          57          45         29
          57          47         15
          57          50         19
          57          52         18
          57          71         54
          57          73         23
          57          84         16
          57          89        100
          57          90         32
          57          94          6
          57          96         15
          57         102         55
          57         105         96
          57         110         41
          57         116         26
          57         117         44
          57         119         62
          57         129         19
          57         134          6
          57         165         22
          57         173         16
          57         177         23
          57         179         23
          57         187         33
          57         196         26
          57         197         16
          57         204         52
          57         209         67
          57         211         27
          57         212         14
          57         219         11
          57         241         26
          57         243         33
          57         247         14
          57         251         12
          57         252         11
          57         253         11
          57         265         25
          57         267         50
          57         269         14
          57         271          4
          57         274         24
          57         276         21
          57         312          9
          57         313         10
          57         326         15
          57         376         54
          57         384          9
          57         399         79
          57         447         30
          57         448         27
          57         454         39
          57         467         49
          57         487         39
          57         507          9
          57         519         16
          57         524         91
          57         620         42
          58          89         18
          58          91          6
          58         101         38
          58         116         26
          58         129         15
          58         170         21
          58         173         22
          58         249         80
          58         282         37
          58         423         39
          58         425         47
          59          41         20
          59          43         17
          59          89         27
          59         153         20
          59         188         32
          59         209         22
          59         211         59
          59         222         30
          59         232         15
          59         256          7
          59         263          4
          59         450         16
          59         535         15
          60          45         29
          60          54         25
          60          69         27
          60          77         22
          60          80         21
          60          89         62
          60         110         48
          60         169         15
          60         173         19
          60         177         37
          60         200         30
          60         209         88
          60         211         15
          60         249        159
          60         257          9
          60         313         14
          60         538         42
          61          51         11
          61          84         40
          62          26         20
          62          73         10
          62         119         26
          62         251         12
          62         271         24
          62         275         71
          63          26         21
          63          38         42
          63          39         11
          63          48         22
          63          52         18
          63          72         44
          63          73         19
          63          76         13
          63          90         21
          63          95         27
          63         109         40
          63         177         14
          63         188         42
          63         211         48
          63         214         14
          63         263          4
          63         313         15
          63         454         19
          63         469         12
          63         531         75
          63         554          8
          64          72         19
          64         350         14
          65          21         68
          65          39         25
          65          40          9
          65          41         75
          65          45         28
          65          50         16
          65          62         11
          65          79         25
          65          94         31
          65          99         18
          65         105         74
          65         108         11
          65         116         24
          65         118         24
          65         119         26
          65         171         50
          65         177          6
          65         184          5
          65         201         28
          65         204         30
          65         209         40
          65         211         52
          65         213         12
          65         215         38
          65         222         13
          65         250         74
          65         258          5
          65         268         34
          65         270         49
          65         279         24
          65         326         10
          65         347          5
          65         390         51
          65         408         35
          65         442         26
          65         483         37
          66          14         18
          66          17         21
          66          25         22
          66          42         47
          66          46         18
          66          68         11
          66          69         30
          66          71          8
          66          89         49
          66          90         19
          66          91          9
          66          93          6
          66         106         10
          66         110         49
          66         113         12
          66         116         58
          66         175         12
          66         182         27
          66         186         58
          66         188         73
          66         201         26
          66         202         75
          66         204         40
          66         210         53
          66         217         29
          66         254         18
          66         264         19
          66         265         18
          66         266         57
          66         278         43
          66         282         33
          66         439         22
          66         455         21
          66         497         55
          67          16         21
          67          21         38
          67          24         14
          67          25         37
          67          34         10
          67          36         21
          67          38         22
          67          46          6
          67          61          7
          67          62         15
          67          79         18
          67          81         14
          67          89         21
          67          95         48
          67          99         34
          67         103         24
          67         105          5
          67         110         23
          67         114         33
          67         130         20
          67         188         16
          67         209         24
          67         211         21
          67         212          7
          67         222         53
          67         264         84
          67         275         10
          67         279         10
          67         280         21
          67         312         14
          67         409         14
          67         431         38
          67         450         29
          67         454         44
          67         481         44
          67         494          9
          67         506         25
          68          21        113
          68          24         46
          68          29         18
          68          34          7
          68          35         11
          68          36         12
          68          71         27
          68          79         18
          68          84         11
          68          90         42
          68          99         48
          68         101         38
          68         102         88
          68         114         33
          68         122         25
          68         138         39
          68         147          5
          68         166         27
          68         171         15
          68         175         18
          68         210          4
          68         211         16
          68         251         38
          68         256         34
          68         264          9
          68         265          5
          68         274          5
          68         433         24
          68         440         29
          68         450         50
          68         452         12
          68         542          5
          68         606          5
          69          10         29
          69          17         27
          69          21        188
          69          25         11
          69          26          9
          69          41         17
          69          43         24
          69          52         43
          69          53         42
          69          57          9
          69          65         23
          69          66         87
          69          75          6
          69          76         32
          69          77         42
          69          78          6
          69          82         18
          69          89          9
          69          99         20
          69         109         40
          69         119         18
          69         127          8
          69         140         46
          69         172         10
          69         173         30
          69         174         31
          69         188         92
          69         201         46
          69         209         39
          69         211         12
          69         232         55
          69         251         12
          69         256         11
          69         258         88
          69         271         13
          69         277         12
          69         278         42
          69         280         45
          69         287         34
          69         294         21
          69         366         25
          69         369         55
          69         373         93
          69         405         14
          69         427         32
          69         452         20
          69         467         32
          69         483         23
          69         500         13
          69         512         51
          69         520         40
          70          25         11
          70          43         14
          70          48         15
          70          52         29
          70          85         15
          70         122         25
          70         124         57
          70         202         20
          70         210         22
          70         212         14
          70         244         20
          70         272         20
          70         278         68
          70         279         19
          70         304          4
          70         345         28
          70         464         21
          70         467         16
          70         483         14
          70         520         34
          71          17         31
          71          25         19
          71          38         10
          71          43         24
          71          69         40
          71          75         12
          71          89         22
          71          95          6
          71         102         55
          71         110         12
          71         133         33
          71         165          7
          71         173          8
          71         177          7
          71         185         17
          71         188         12
          71         204         24
          71         212         23
          71         217         21
          71         259         46
          71         278         15
          71         313         29
          71         443         23
          71         512         10
          71         588         43
          72          22         17
          72          71         14
          72          93         23
          72         110         28
          72         186         58
          72         251         11
          72         268         27
          72         270         27
          73         167         42
          73         180          8
          74         254         50
          75          21         15
          75          94         22
          75          97          5
          75         101         26
          75         210         33
          75         222         13
          75         423         19
          75         487         55
          75         538         16
          76          22          6
          76          25         14
          76          37         15
          76          60          7
          76          97         49
          76         100         24
          76         108         53
          76         110         25
          76         122         28
          76         173         23
          76         175         62
          76         270          5
          77          18         15
          77          21         56
          77          22         28
          77          24         21
          77          41         70
          77          46         37
          77          52         18
          77          53         20
          77          74          8
          77          89         17
          77          95         26
          77          99         38
          77         100         31
          77         117         13
          77         122         37
          77         129         15
          77         173         21
          77         174         24
          77         182         19
          77         189         20
          77         202         37
          77         209         14
          77         211         50
          77         252         39
          77         267          4
          77         270         40
          77         478         17
          77         524         65
          77         594         29
          78          21         17
          78          38         28
          78          57         16
          78          76          7
          78         101         12
          78         110         46
          78         113         32
          78         212         18
          78         217         18
          78         269         60
          78         270         25
          78         422         43
