origin,destination,total,type
173,69,59,raw_md
173,71,74,raw_md
173,72,19,raw_md
173,75,35,raw_md
173,76,22,raw_md
173,101,9,raw_md
173,165,36,raw_md
173,169,29,raw_md
173,178,19,raw_md
173,179,17,raw_md
173,185,10,raw_md
173,202,16,raw_md
173,204,38,raw_md
173,307,10,raw_md
173,444,18,raw_md
174,25,65,raw_md
174,45,14,raw_md
174,177,15,raw_md
174,186,26,raw_md
174,211,22,raw_md
175,43,12,raw_md
175,50,37,raw_md
175,72,7,raw_md
175,101,27,raw_md
175,237,8,raw_md
175,391,25,raw_md
175,481,35,raw_md
176,60,12,raw_md
176,114,41,raw_md
176,202,18,raw_md
176,218,60,raw_md
176,305,77,raw_md
177,52,11,raw_md
177,57,21,raw_md
177,69,22,raw_md
177,101,16,raw_md
177,177,37,raw_md
177,181,26,raw_md
177,187,25,raw_md
177,201,5,raw_md
177,246,14,raw_md
177,420,16,raw_md
178,45,20,raw_md
178,391,19,raw_md
179,158,26,raw_md
179,177,74,raw_md
179,367,21,raw_md
179,422,19,raw_md
179,428,14,raw_md
180,71,61,raw_md
180,175,18,raw_md
180,177,14,raw_md
180,178,10,raw_md
180,182,33,raw_md
180,341,23,raw_md
180,415,51,raw_md
180,441,8,raw_md
180,490,20,raw_md
181,47,31,raw_md
181,145,21,raw_md
181,171,7,raw_md
181,183,63,raw_md
181,195,28,raw_md
182,50,15,raw_md
182,52,80,raw_md
182,71,9,raw_md
182,182,99,raw_md
182,391,80,raw_md
182,420,105,raw_md
182,436,17,raw_md
182,437,10,raw_md
182,481,18,raw_md
183,40,20,raw_md
183,49,7,raw_md
183,69,11,raw_md
183,147,72,raw_md
183,202,14,raw_md
184,21,20,raw_md
184,186,19,raw_md
184,280,61,raw_md
184,425,27,raw_md
185,25,38,raw_md
185,37,12,raw_md
185,51,18,raw_md
185,55,18,raw_md
185,68,24,raw_md
185,70,19,raw_md
186,36,20,raw_md
186,50,29,raw_md
186,52,6,raw_md
186,104,10,raw_md
186,201,9,raw_md
186,203,18,raw_md
186,243,9,raw_md
186,258,5,raw_md
187,17,11,raw_md
187,43,25,raw_md
187,52,14,raw_md
187,68,63,raw_md
187,69,33,raw_md
187,233,77,raw_md
187,279,7,raw_md
187,536,42,raw_md
187,591,46,raw_md
188,50,41,raw_md
188,69,123,raw_md
188,234,11,raw_md
190,34,6,raw_md
190,48,6,raw_md
191,38,26,raw_md
191,48,13,raw_md
191,52,15,raw_md
191,64,9,raw_md
191,66,21,raw_md
191,69,21,raw_md
191,180,11,raw_md
191,182,8,raw_md
191,191,9,raw_md
191,202,13,raw_md
191,210,13,raw_md
191,526,13,raw_md
192,181,66,raw_md
193,22,9,raw_md
193,45,21,raw_md
193,48,30,raw_md
193,167,18,raw_md
193,442,9,raw_md
194,48,29,raw_md
194,54,16,raw_md
194,177,7,raw_md
194,218,59,raw_md
194,278,10,raw_md
195,50,24,raw_md
195,54,5,raw_md
195,79,36,raw_md
195,423,14,raw_md
196,37,19,raw_md
196,38,22,raw_md
196,40,16,raw_md
196,68,16,raw_md
196,195,28,raw_md
196,209,12,raw_md
196,211,9,raw_md
197,45,42,raw_md
197,55,34,raw_md
199,35,102,raw_md
199,68,14,raw_md
200,45,32,raw_md
200,58,26,raw_md
201,38,14,raw_md
201,43,8,raw_md
201,45,23,raw_md
201,69,30,raw_md
201,72,27,raw_md
201,490,18,raw_md
202,45,20,raw_md
202,46,16,raw_md
202,54,9,raw_md
202,55,49,raw_md
202,66,37,raw_md
202,69,21,raw_md
202,173,28,raw_md
202,185,20,raw_md
202,196,15,raw_md
202,211,11,raw_md
202,270,34,raw_md
203,22,25,raw_md
203,36,13,raw_md
203,43,20,raw_md
203,46,9,raw_md
203,48,17,raw_md
203,65,53,raw_md
203,66,18,raw_md
203,69,13,raw_md
203,180,8,raw_md
203,186,19,raw_md
203,202,14,raw_md
204,42,6,raw_md
204,43,28,raw_md
204,45,8,raw_md
204,46,44,raw_md
204,47,14,raw_md
204,55,23,raw_md
204,60,29,raw_md
204,65,13,raw_md
204,70,36,raw_md
204,76,14,raw_md
204,93,6,raw_md
204,105,6,raw_md
204,124,48,raw_md
204,173,8,raw_md
204,196,12,raw_md
204,259,20,raw_md
204,280,16,raw_md
204,326,5,raw_md
204,542,26,raw_md
205,38,16,raw_md
205,42,12,raw_md
205,43,27,raw_md
205,50,21,raw_md
205,54,21,raw_md
205,124,21,raw_md
205,201,21,raw_md
205,223,13,raw_md
205,315,20,raw_md
205,428,14,raw_md
207,52,61,raw_md
207,55,18,raw_md
207,57,13,raw_md
207,66,13,raw_md
209,25,10,raw_md
209,37,18,raw_md
209,40,9,raw_md
209,52,18,raw_md
209,66,24,raw_md
209,69,27,raw_md
209,119,13,raw_md
209,204,26,raw_md
209,211,11,raw_md
209,216,4,raw_md
209,443,20,raw_md
210,14,16,raw_md
210,37,17,raw_md
210,38,114,raw_md
210,45,45,raw_md
210,68,40,raw_md
210,81,33,raw_md
210,101,22,raw_md
210,192,16,raw_md
210,202,48,raw_md
210,218,19,raw_md
210,481,13,raw_md
210,562,48,raw_md
210,588,8,raw_md
211,15,28,raw_md
211,34,32,raw_md
211,37,12,raw_md
211,38,21,raw_md
211,40,15,raw_md
211,41,17,raw_md
211,42,19,raw_md
211,45,19,raw_md
211,46,27,raw_md
211,52,40,raw_md
211,55,17,raw_md
211,67,21,raw_md
211,69,69,raw_md
211,71,61,raw_md
211,73,35,raw_md
211,191,9,raw_md
211,193,6,raw_md
211,204,10,raw_md
211,209,11,raw_md
211,212,13,raw_md
211,218,17,raw_md
211,219,20,raw_md
211,251,10,raw_md
211,452,9,raw_md
211,454,6,raw_md
211,555,19,raw_md
212,36,4,raw_md
212,49,22,raw_md
212,52,65,raw_md
212,55,11,raw_md
212,69,17,raw_md
212,70,14,raw_md
212,93,9,raw_md
212,206,28,raw_md
212,211,13,raw_md
212,219,19,raw_md
212,454,27,raw_md
213,66,13,raw_md
215,197,24,raw_md
216,45,13,raw_md
216,50,10,raw_md
216,313,20,raw_md
216,526,12,raw_md
217,38,31,raw_md
217,43,15,raw_md
217,89,12,raw_md
217,480,22,raw_md
218,38,16,raw_md
218,69,29,raw_md
218,100,7,raw_md
218,173,6,raw_md
218,193,20,raw_md
218,201,24,raw_md
218,216,12,raw_md
218,218,19,raw_md
218,243,16,raw_md
218,368,35,raw_md
218,439,23,raw_md
219,217,13,raw_md
219,247,21,raw_md
220,210,48,raw_md
222,45,14,raw_md
222,49,31,raw_md
222,51,56,raw_md
222,52,5,raw_md
222,69,28,raw_md
222,75,26,raw_md
222,236,12,raw_md
222,275,60,raw_md
222,278,44,raw_md
222,481,23,raw_md
222,490,50,raw_md
222,564,17,raw_md
223,25,27,raw_md
223,38,8,raw_md
223,42,13,raw_md
223,48,10,raw_md
223,52,11,raw_md
223,67,21,raw_md
223,69,29,raw_md
223,222,38,raw_md
223,223,19,raw_md
223,231,22,raw_md
223,243,12,raw_md
223,276,28,raw_md
223,317,9,raw_md
223,323,14,raw_md
223,444,29,raw_md
223,467,17,raw_md
224,25,9,raw_md
224,463,14,raw_md
225,180,19,raw_md
225,464,8,raw_md
227,45,33,raw_md
227,450,40,raw_md
228,42,24,raw_md
228,45,15,raw_md
228,210,15,raw_md
228,421,34,raw_md
228,442,43,raw_md
228,460,14,raw_md
228,505,23,raw_md
230,45,11,raw_md
230,203,23,raw_md
230,228,39,raw_md
230,232,42,raw_md
230,491,67,raw_md
230,504,23,raw_md
231,491,20,raw_md
232,38,34,raw_md
232,467,59,raw_md
232,481,31,raw_md
233,55,51,raw_md
233,504,10,raw_md
233,516,5,raw_md
233,528,45,raw_md
234,52,12,raw_md
234,504,55,raw_md
236,25,11,raw_md
236,37,12,raw_md
236,51,14,raw_md
236,436,30,raw_md
236,446,25,raw_md
236,577,21,raw_md
237,290,25,raw_md
237,481,16,raw_md
239,76,42,raw_md
239,236,24,raw_md
239,239,14,raw_md
239,481,20,raw_md
242,68,9,raw_md
242,238,11,raw_md
242,483,11,raw_md
243,52,10,raw_md
243,211,24,raw_md
243,216,9,raw_md
243,220,28,raw_md
243,443,22,raw_md
243,465,16,raw_md
243,481,9,raw_md
244,69,30,raw_md
245,25,17,raw_md
245,242,19,raw_md
246,503,33,raw_md
247,504,13,raw_md
247,538,11,raw_md
248,63,11,raw_md
248,258,25,raw_md
249,40,17,raw_md
249,42,46,raw_md
249,66,36,raw_md
249,95,17,raw_md
249,101,22,raw_md
249,187,36,raw_md
249,193,47,raw_md
249,249,16,raw_md
249,250,20,raw_md
249,251,22,raw_md
249,252,29,raw_md
249,258,20,raw_md
249,444,31,raw_md
249,490,7,raw_md
249,493,24,raw_md
249,503,40,raw_md
249,528,13,raw_md
249,531,22,raw_md
250,40,5,raw_md
250,52,7,raw_md
250,67,14,raw_md
250,109,14,raw_md
250,200,8,raw_md
250,249,27,raw_md
250,259,108,raw_md
250,273,28,raw_md
251,40,29,raw_md
251,44,60,raw_md
251,249,22,raw_md
251,251,22,raw_md
251,264,5,raw_md
251,493,30,raw_md
252,38,31,raw_md
252,50,10,raw_md
252,52,32,raw_md
252,53,10,raw_md
252,88,12,raw_md
252,249,29,raw_md
252,290,23,raw_md
252,538,10,raw_md
253,1,12,raw_md
253,47,17,raw_md
253,255,30,raw_md
253,278,10,raw_md
253,524,64,raw_md
253,535,13,raw_md
254,44,50,raw_md
254,47,39,raw_md
254,255,21,raw_md
254,269,22,raw_md
254,391,22,raw_md
254,540,6,raw_md
255,52,19,raw_md
255,257,25,raw_md
256,38,28,raw_md
256,79,35,raw_md
256,259,94,raw_md
256,266,29,raw_md
256,391,117,raw_md
256,544,31,raw_md
257,50,4,raw_md
257,55,19,raw_md
257,94,11,raw_md
257,270,12,raw_md
257,271,4,raw_md
257,316,81,raw_md
257,538,26,raw_md
257,621,9,raw_md
258,1,8,raw_md
258,17,9,raw_md
258,25,16,raw_md
258,38,36,raw_md
258,51,11,raw_md
258,242,10,raw_md
258,250,12,raw_md
258,269,36,raw_md
258,276,6,raw_md
258,563,49,raw_md
259,39,27,raw_md
259,52,13,raw_md
259,68,16,raw_md
259,85,24,raw_md
259,251,14,raw_md
259,265,20,raw_md
259,277,12,raw_md
259,281,13,raw_md
259,282,8,raw_md
259,528,28,raw_md
259,545,18,raw_md
260,249,14,raw_md
260,525,28,raw_md
260,528,10,raw_md
262,250,28,raw_md
262,277,8,raw_md
263,46,8,raw_md
263,70,12,raw_md
263,75,9,raw_md
263,180,10,raw_md
263,209,37,raw_md
263,278,19,raw_md
264,21,14,raw_md
264,43,11,raw_md
264,69,26,raw_md
264,101,24,raw_md
264,124,9,raw_md
264,180,102,raw_md
264,220,16,raw_md
264,258,23,raw_md
265,45,6,raw_md
265,69,16,raw_md
266,40,8,raw_md
266,47,8,raw_md
266,67,11,raw_md
266,96,8,raw_md
266,104,29,raw_md
266,249,20,raw_md
266,259,36,raw_md
267,63,8,raw_md
267,66,8,raw_md
267,71,10,raw_md
267,256,67,raw_md
267,271,12,raw_md
268,18,24,raw_md
268,25,8,raw_md
268,38,22,raw_md
268,50,34,raw_md
268,269,22,raw_md
269,18,12,raw_md
269,52,155,raw_md
269,90,21,raw_md
269,98,6,raw_md
269,257,7,raw_md
269,282,21,raw_md
270,48,28,raw_md
270,52,9,raw_md
270,61,10,raw_md
270,65,48,raw_md
270,271,58,raw_md
271,15,5,raw_md
271,36,15,raw_md
271,45,35,raw_md
271,48,9,raw_md
271,50,74,raw_md
271,270,12,raw_md
271,515,12,raw_md
271,523,19,raw_md
271,528,17,raw_md
272,38,10,raw_md
272,302,14,raw_md
272,507,23,raw_md
273,71,23,raw_md
273,218,28,raw_md
273,272,22,raw_md
275,222,60,raw_md
276,42,28,raw_md
276,258,6,raw_md
277,391,4,raw_md
277,465,84,raw_md
278,25,18,raw_md
278,45,23,raw_md
278,46,12,raw_md
278,52,30,raw_md
278,55,19,raw_md
278,69,4,raw_md
278,76,7,raw_md
278,78,10,raw_md
278,218,33,raw_md
278,232,54,raw_md
278,268,4,raw_md
279,40,19,raw_md
279,43,19,raw_md
279,68,10,raw_md
279,202,40,raw_md
279,220,20,raw_md
279,271,38,raw_md
279,279,21,raw_md
279,282,25,raw_md
279,552,10,raw_md
280,38,17,raw_md
280,46,10,raw_md
280,52,10,raw_md
280,69,41,raw_md
281,25,29,raw_md
281,36,76,raw_md
281,38,6,raw_md
281,46,17,raw_md
281,52,27,raw_md
281,62,33,raw_md
281,69,30,raw_md
281,210,28,raw_md
281,360,46,raw_md
281,391,37,raw_md
281,484,18,raw_md
282,37,15,raw_md
282,46,12,raw_md
282,56,17,raw_md
282,66,30,raw_md
282,214,26,raw_md
282,250,24,raw_md
282,259,15,raw_md
282,266,35,raw_md
282,272,14,raw_md
282,277,41,raw_md
282,279,25,raw_md
282,442,15,raw_md
284,222,23,raw_md
285,25,29,raw_md
285,37,14,raw_md
285,42,12,raw_md
285,58,12,raw_md
285,69,34,raw_md
285,250,21,raw_md
285,289,20,raw_md
285,294,12,raw_md
285,340,12,raw_md
286,43,47,raw_md
286,54,20,raw_md
286,65,29,raw_md
286,93,17,raw_md
286,124,14,raw_md
286,287,12,raw_md
287,85,25,raw_md
287,120,18,raw_md
287,203,8,raw_md
287,297,11,raw_md
287,318,20,raw_md
288,21,13,raw_md
288,36,38,raw_md
289,57,9,raw_md
290,52,42,raw_md
290,64,9,raw_md
290,106,9,raw_md
290,127,10,raw_md
290,287,7,raw_md
290,304,54,raw_md
291,23,6,raw_md
292,288,28,raw_md
293,15,6,raw_md
293,38,20,raw_md
294,40,21,raw_md
294,102,12,raw_md
294,391,12,raw_md
295,51,19,raw_md
295,66,8,raw_md
297,98,38,raw_md
297,146,13,raw_md
299,297,40,raw_md
299,313,27,raw_md
300,38,63,raw_md
301,68,40,raw_md
301,70,11,raw_md
301,157,14,raw_md
301,323,18,raw_md
304,113,13,raw_md
304,309,14,raw_md
305,42,12,raw_md
305,68,32,raw_md
305,69,19,raw_md
306,34,38,raw_md
306,51,7,raw_md
306,52,17,raw_md
307,65,29,raw_md
307,69,11,raw_md
307,323,15,raw_md
307,503,15,raw_md
309,43,48,raw_md
309,50,5,raw_md
309,187,12,raw_md
309,305,14,raw_md
309,313,14,raw_md
311,312,16,raw_md
312,51,17,raw_md
312,211,10,raw_md
312,311,16,raw_md
312,326,11,raw_md
313,23,21,raw_md
313,43,94,raw_md
313,45,15,raw_md
313,52,15,raw_md
313,55,17,raw_md
313,66,16,raw_md
313,67,15,raw_md
313,90,22,raw_md
313,116,15,raw_md
313,285,70,raw_md
313,309,23,raw_md
313,331,17,raw_md
313,364,14,raw_md
313,371,48,raw_md
314,170,45,raw_md
314,336,20,raw_md
315,36,12,raw_md
315,57,14,raw_md
315,320,26,raw_md
316,67,23,raw_md
316,68,13,raw_md
317,26,10,raw_md
317,69,18,raw_md
317,105,12,raw_md
317,278,7,raw_md
319,342,16,raw_md
319,373,20,raw_md
320,55,20,raw_md
322,52,23,raw_md
323,335,23,raw_md
324,120,16,raw_md
324,290,21,raw_md
324,323,24,raw_md
325,52,15,raw_md
327,67,32,raw_md
327,77,52,raw_md
328,46,8,raw_md
328,67,16,raw_md
328,69,37,raw_md
328,96,9,raw_md
328,323,6,raw_md
329,45,13,raw_md
329,323,22,raw_md
331,49,21,raw_md
331,346,17,raw_md
332,52,46,raw_md
332,122,29,raw_md
332,450,46,raw_md
333,73,11,raw_md
333,122,20,raw_md
333,314,29,raw_md
334,38,11,raw_md
334,309,22,raw_md
335,258,58,raw_md
336,29,25,raw_md
336,65,40,raw_md
336,113,17,raw_md
336,309,20,raw_md
336,371,15,raw_md
337,69,59,raw_md
337,320,14,raw_md
337,369,15,raw_md
339,70,24,raw_md
340,51,31,raw_md
342,118,16,raw_md
342,126,26,raw_md
342,133,43,raw_md
342,408,12,raw_md
343,69,16,raw_md
343,74,12,raw_md
343,287,48,raw_md
343,348,11,raw_md
344,290,23,raw_md
345,52,40,raw_md
346,313,10,raw_md
346,391,19,raw_md
347,65,5,raw_md
347,156,29,raw_md
348,156,15,raw_md
350,321,10,raw_md
350,349,27,raw_md
351,49,21,raw_md
351,171,71,raw_md
351,290,26,raw_md
351,368,22,raw_md
352,220,10,raw_md
352,309,17,raw_md
353,69,26,raw_md
353,391,23,raw_md
357,336,37,raw_md
360,559,27,raw_md
361,382,20,raw_md
363,69,21,raw_md
364,343,8,raw_md
365,69,68,raw_md
365,124,34,raw_md
365,160,41,raw_md
365,354,13,raw_md
365,408,55,raw_md
366,309,10,raw_md
366,376,19,raw_md
367,373,8,raw_md
368,131,22,raw_md
368,351,22,raw_md
368,366,9,raw_md
368,371,35,raw_md
368,376,14,raw_md
368,398,28,raw_md
369,385,15,raw_md
371,45,13,raw_md
371,74,24,raw_md
371,180,28,raw_md
371,320,21,raw_md
371,364,11,raw_md
371,369,9,raw_md
371,376,28,raw_md
372,308,12,raw_md
372,365,42,raw_md
373,371,36,raw_md
374,69,16,raw_md
374,122,11,raw_md
374,372,25,raw_md
374,383,10,raw_md
375,25,20,raw_md
376,38,44,raw_md
376,380,17,raw_md
376,382,29,raw_md
376,383,17,raw_md
377,368,7,raw_md
381,180,38,raw_md
381,373,12,raw_md
382,376,33,raw_md
382,441,26,raw_md
383,38,46,raw_md
383,70,27,raw_md
383,347,18,raw_md
383,383,44,raw_md
383,400,13,raw_md
385,70,16,raw_md
388,385,15,raw_md
389,365,10,raw_md
389,389,22,raw_md
389,390,10,raw_md
389,391,25,raw_md
389,446,82,raw_md
390,126,23,raw_md
390,211,6,raw_md
390,391,36,raw_md
390,392,37,raw_md
390,449,10,raw_md
390,592,69,raw_md
391,34,22,raw_md
391,173,21,raw_md
391,180,6,raw_md
391,209,24,raw_md
391,211,30,raw_md
391,368,22,raw_md
391,400,29,raw_md
391,401,3,raw_md
391,431,53,raw_md
391,499,30,raw_md
392,391,28,raw_md
393,181,28,raw_md
393,401,11,raw_md
394,433,12,raw_md
395,51,69,raw_md
395,371,9,raw_md
395,424,18,raw_md
396,236,21,raw_md
396,288,48,raw_md
396,369,32,raw_md
396,566,29,raw_md
397,37,3,raw_md
397,279,7,raw_md
397,389,31,raw_md
397,417,3,raw_md
398,388,16,raw_md
398,400,29,raw_md
400,25,15,raw_md
400,118,23,raw_md
400,389,22,raw_md
400,390,83,raw_md
400,397,12,raw_md
400,400,50,raw_md
401,353,93,raw_md
401,385,7,raw_md
401,400,6,raw_md
401,408,31,raw_md
402,403,85,raw_md
403,386,31,raw_md
403,392,60,raw_md
403,401,27,raw_md
404,15,5,raw_md
404,54,8,raw_md
405,51,27,raw_md
405,52,45,raw_md
405,394,75,raw_md
405,566,22,raw_md
405,599,4,raw_md
406,151,33,raw_md
406,202,9,raw_md
406,402,19,raw_md
407,29,85,raw_md
407,371,28,raw_md
407,391,15,raw_md
408,129,39,raw_md
408,153,15,raw_md
408,422,10,raw_md
409,414,46,raw_md
410,72,13,raw_md
410,157,74,raw_md
410,393,21,raw_md
410,414,7,raw_md
411,51,24,raw_md
411,64,8,raw_md
411,76,37,raw_md
411,131,19,raw_md
411,181,6,raw_md
411,187,24,raw_md
411,309,41,raw_md
411,390,37,raw_md
412,69,22,raw_md
412,391,55,raw_md
413,120,18,raw_md
413,437,30,raw_md
414,371,26,raw_md
414,409,46,raw_md
414,410,15,raw_md
415,69,93,raw_md
415,131,13,raw_md
415,153,17,raw_md
415,154,10,raw_md
415,390,21,raw_md
415,400,28,raw_md
420,177,16,raw_md
420,391,16,raw_md
421,178,23,raw_md
423,62,63,raw_md
423,125,7,raw_md
424,182,25,raw_md
424,210,30,raw_md
424,227,34,raw_md
425,178,21,raw_md
427,36,57,raw_md
427,71,33,raw_md
428,38,15,raw_md
428,179,14,raw_md
428,272,24,raw_md
429,50,63,raw_md
429,65,7,raw_md
429,414,30,raw_md
429,433,19,raw_md
429,436,36,raw_md
429,448,13,raw_md
431,21,16,raw_md
431,69,37,raw_md
431,98,5,raw_md
431,181,9,raw_md
431,184,17,raw_md
431,212,13,raw_md
431,391,32,raw_md
431,430,8,raw_md
431,431,17,raw_md
431,432,13,raw_md
431,436,74,raw_md
431,446,19,raw_md
432,55,8,raw_md
432,157,16,raw_md
433,431,47,raw_md
434,4,14,raw_md
434,38,63,raw_md
434,62,10,raw_md
434,68,37,raw_md
434,69,8,raw_md
435,68,8,raw_md
435,133,11,raw_md
436,51,64,raw_md
436,69,33,raw_md
436,101,49,raw_md
436,182,29,raw_md
437,75,17,raw_md
438,69,27,raw_md
438,279,13,raw_md
439,68,12,raw_md
439,481,5,raw_md
440,25,32,raw_md
440,139,30,raw_md
440,435,22,raw_md
440,452,29,raw_md
441,25,15,raw_md
441,42,19,raw_md
441,63,16,raw_md
441,210,14,raw_md
441,264,8,raw_md
442,43,24,raw_md
442,60,27,raw_md
442,69,22,raw_md
442,197,6,raw_md
442,209,20,raw_md
442,211,38,raw_md
442,436,22,raw_md
442,444,20,raw_md
442,450,9,raw_md
442,458,22,raw_md
443,25,21,raw_md
443,52,25,raw_md
443,67,24,raw_md
443,99,22,raw_md
443,120,16,raw_md
443,187,22,raw_md
443,200,20,raw_md
443,209,20,raw_md
443,218,23,raw_md
443,309,15,raw_md
443,391,40,raw_md
444,46,17,raw_md
444,49,17,raw_md
444,54,8,raw_md
444,228,24,raw_md
444,446,36,raw_md
444,452,19,raw_md
444,454,11,raw_md
446,21,17,raw_md
446,47,28,raw_md
446,269,20,raw_md
446,435,59,raw_md
446,448,36,raw_md
447,466,52,raw_md
448,67,19,raw_md
448,69,43,raw_md
448,158,22,raw_md
448,211,30,raw_md
448,391,16,raw_md
448,446,28,raw_md
448,463,20,raw_md
448,481,19,raw_md
449,465,18,raw_md
450,37,4,raw_md
450,51,4,raw_md
450,52,21,raw_md
450,69,32,raw_md
450,70,35,raw_md
450,75,4,raw_md
450,76,12,raw_md
450,452,12,raw_md
451,56,21,raw_md
451,69,28,raw_md
452,21,35,raw_md
452,39,18,raw_md
452,69,89,raw_md
452,313,29,raw_md
452,397,3,raw_md
452,398,3,raw_md
452,441,17,raw_md
452,443,11,raw_md
452,444,35,raw_md
452,448,15,raw_md
452,455,19,raw_md
452,463,8,raw_md
452,478,9,raw_md
452,481,22,raw_md
454,54,19,raw_md
454,131,12,raw_md
454,448,18,raw_md
454,481,19,raw_md
454,490,62,raw_md
454,595,39,raw_md
455,70,12,raw_md
455,214,14,raw_md
455,261,20,raw_md
455,566,66,raw_md
456,69,19,raw_md
456,218,20,raw_md
457,448,12,raw_md
459,74,10,raw_md
460,50,6,raw_md
460,228,14,raw_md
460,391,9,raw_md
460,473,11,raw_md
461,73,12,raw_md
461,391,22,raw_md
461,446,16,raw_md
461,505,14,raw_md
462,46,6,raw_md
463,217,22,raw_md
463,218,22,raw_md
463,271,22,raw_md
464,25,19,raw_md
464,38,29,raw_md
464,157,19,raw_md
464,481,34,raw_md
465,15,22,raw_md
465,484,23,raw_md
466,36,11,raw_md
466,456,12,raw_md
466,465,6,raw_md
467,70,18,raw_md
467,71,21,raw_md
467,157,20,raw_md
467,195,5,raw_md
467,204,14,raw_md
467,232,27,raw_md
467,233,13,raw_md
467,484,22,raw_md
467,511,16,raw_md
467,566,70,raw_md
468,588,23,raw_md
469,211,98,raw_md
469,461,15,raw_md
470,52,10,raw_md
470,67,14,raw_md
470,391,56,raw_md
471,218,27,raw_md
471,476,25,raw_md
472,85,13,raw_md
472,243,25,raw_md
472,447,36,raw_md
472,452,6,raw_md
472,482,41,raw_md
473,538,99,raw_md
476,400,12,raw_md
476,426,40,raw_md
476,443,25,raw_md
476,467,14,raw_md
476,575,21,raw_md
476,577,28,raw_md
476,579,32,raw_md
476,617,35,raw_md
477,448,26,raw_md
478,37,10,raw_md
478,52,8,raw_md
478,66,25,raw_md
478,69,45,raw_md
478,218,26,raw_md
478,467,8,raw_md
478,476,18,raw_md
478,481,6,raw_md
479,38,33,raw_md
479,235,13,raw_md
479,467,13,raw_md
479,597,9,raw_md
480,64,13,raw_md
480,585,21,raw_md
481,38,15,raw_md
481,52,76,raw_md
481,394,55,raw_md
481,439,5,raw_md
481,452,70,raw_md
481,465,33,raw_md
481,476,19,raw_md
481,478,19,raw_md
481,480,12,raw_md
481,483,17,raw_md
481,484,25,raw_md
481,606,10,raw_md
481,621,27,raw_md
482,67,10,raw_md
482,211,12,raw_md
482,482,25,raw_md
483,238,24,raw_md
483,484,72,raw_md
484,51,17,raw_md
485,481,21,raw_md
485,484,25,raw_md
485,534,40,raw_md
486,67,11,raw_md
486,530,14,raw_md
487,45,33,raw_md
487,242,55,raw_md
487,504,49,raw_md
487,522,15,raw_md
490,21,14,raw_md
490,257,25,raw_md
490,259,16,raw_md
490,444,18,raw_md
490,452,27,raw_md
490,454,16,raw_md
490,490,31,raw_md
490,516,10,raw_md
490,520,23,raw_md
490,532,18,raw_md
490,535,27,raw_md
490,562,94,raw_md
490,566,54,raw_md
490,580,16,raw_md
490,606,19,raw_md
491,59,19,raw_md
491,65,31,raw_md
491,169,9,raw_md
491,566,26,raw_md
491,578,28,raw_md
491,601,5,raw_md
491,609,32,raw_md
492,490,12,raw_md
492,559,16,raw_md
493,37,19,raw_md
493,614,70,raw_md
494,490,34,raw_md
494,491,29,raw_md
494,516,45,raw_md
496,256,22,raw_md
496,490,22,raw_md
496,496,37,raw_md
496,549,9,raw_md
497,180,10,raw_md
497,561,107,raw_md
497,566,115,raw_md
498,490,20,raw_md
499,502,65,raw_md
500,52,57,raw_md
500,502,21,raw_md
500,566,23,raw_md
501,422,16,raw_md
501,495,20,raw_md
501,503,35,raw_md
501,505,29,raw_md
503,68,37,raw_md
503,246,33,raw_md
504,230,23,raw_md
504,480,21,raw_md
504,490,33,raw_md
505,69,57,raw_md
505,238,51,raw_md
505,272,22,raw_md
505,606,10,raw_md
506,43,58,raw_md
506,508,24,raw_md
506,528,53,raw_md
506,529,62,raw_md
507,239,14,raw_md
507,278,31,raw_md
507,526,12,raw_md
508,506,24,raw_md
509,67,5,raw_md
509,187,28,raw_md
509,426,16,raw_md
509,487,21,raw_md
510,391,45,raw_md
511,251,39,raw_md
512,69,51,raw_md
512,520,25,raw_md
513,516,9,raw_md
513,585,20,raw_md
514,96,22,raw_md
514,490,15,raw_md
514,513,9,raw_md
514,549,44,raw_md
515,14,6,raw_md
515,21,127,raw_md
515,349,6,raw_md
515,491,12,raw_md
515,513,8,raw_md
515,516,6,raw_md
515,560,6,raw_md
515,566,30,raw_md
516,497,68,raw_md
516,515,6,raw_md
516,535,44,raw_md
516,562,15,raw_md
516,566,17,raw_md
517,228,12,raw_md
517,518,14,raw_md
518,55,33,raw_md
518,517,14,raw_md
518,520,17,raw_md
518,524,13,raw_md
518,536,27,raw_md
518,545,4,raw_md
518,552,8,raw_md
519,69,22,raw_md
520,45,13,raw_md
520,182,15,raw_md
520,218,20,raw_md
520,429,75,raw_md
520,490,14,raw_md
520,499,22,raw_md
520,512,45,raw_md
520,522,43,raw_md
520,526,41,raw_md
521,490,68,raw_md
521,515,35,raw_md
521,566,16,raw_md
522,180,15,raw_md
522,487,15,raw_md
522,515,43,raw_md
522,620,17,raw_md
523,38,14,raw_md
523,218,23,raw_md
523,391,24,raw_md
523,490,23,raw_md
523,520,28,raw_md
524,43,16,raw_md
524,68,38,raw_md
524,499,71,raw_md
524,536,22,raw_md
525,536,65,raw_md
526,216,12,raw_md
526,257,25,raw_md
526,491,13,raw_md
526,530,33,raw_md
527,261,28,raw_md
527,528,16,raw_md
528,50,24,raw_md
528,248,11,raw_md
528,531,31,raw_md
528,533,12,raw_md
530,55,15,raw_md
530,69,22,raw_md
530,90,16,raw_md
530,467,17,raw_md
531,1,33,raw_md
531,38,28,raw_md
531,52,7,raw_md
531,279,73,raw_md
