route_id,service_id,trip_id,trip_headsign,direction_id
1,1,32830230,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830231,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830232,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830233,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830234,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830235,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830236,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830237,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830238,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830630,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830495,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830413,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830414,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830428,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830628,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830415,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830505,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830429,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830427,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830421,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830504,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830416,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830425,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830423,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830430,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830431,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830419,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830503,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830629,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830433,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830417,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830432,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830435,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830434,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830437,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830436,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830439,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830438,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830441,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830440,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830443,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830442,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830445,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830444,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830447,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830446,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830449,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830448,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830451,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830450,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830453,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830452,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830455,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830454,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830457,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830456,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830459,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830458,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830461,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830460,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830463,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830462,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830465,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830464,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830467,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830466,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830469,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830468,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830471,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830470,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830473,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830472,LINE 1 (YONGE-UNIVERSITY),1
1,1,32830475,LINE 1 (YONGE-UNIVERSITY),1
